Match,Team,Position,Batsmen,Link,Dismissal,Runs,Balls,Fours,Sixes,Strike Rate
Rwanda vs Malawi,Rwanda,5,Martin Akayezu,https://www.espncricinfo.com//player/martin-akayezu-1155599,c G Kansonkho b Limdawala,1,2,0,0,50.00
Rwanda vs Malawi,Rwanda,6,Emmanuel Sebareme,https://www.espncricinfo.com//player/emmanuel-sebareme-807509,run out (G Kansonkho),2,2,0,0,100.00
Rwanda vs Malawi,Rwanda,7,Eric Niyomugabo,https://www.espncricinfo.com//player/eric-niyomugabo-1151257,run out (Baig),14,9,2,0,155.55
Rwanda vs Malawi,Rwanda,8,Zappy Bimenyimana,https://www.espncricinfo.com//player/zappy-bimenyimana-1151261,run out (Jakiel/†Chete),7,2,0,1,350.00
Rwanda vs Malawi,Rwanda,9,Kevin Irakoze,https://www.espncricinfo.com//player/kevin-irakoze-1273409,run out (Jakiel),0,0,0,0,-
Rwanda vs Malawi,Rwanda,10,Didier Ndikubwimana,https://www.espncricinfo.com//player/didier-ndikubwimana-1155597,run out (G Kansonkho),0,0,0,0,-
Rwanda vs Malawi,Rwanda,11,Eric Kubwimana,https://www.espncricinfo.com//player/eric-kubwimana-1280666,not out ,0,0,0,0,-
Rwanda vs Malawi,Malawi,1,Donnex Kansonkho,https://www.espncricinfo.com//player/donnex-kansonkho-1163148,run out (†Ndikubwimana),7,8,1,0,87.50
Rwanda vs Malawi,Malawi,2,Gift Kansonkho,https://www.espncricinfo.com//player/gift-kansonkho-516363,run out (Tuyisenge/†Ndikubwimana),16,34,0,0,47.05
Rwanda vs Malawi,Malawi,3,Sami Sohail,https://www.espncricinfo.com//player/sami-sohail-1163154,c Niyomugabo b Bimenyimana,1,4,0,0,25.00
Rwanda vs Malawi,Malawi,4,Moazzam Baig,https://www.espncricinfo.com//player/moazzam-baig-1163153,c †Ndikubwimana b Akayezu,32,24,4,1,133.33
Rwanda vs Malawi,Malawi,5,Gershom Ntambalika,https://www.espncricinfo.com//player/gershom-ntambalika-1163147,lbw b Sebareme,0,2,0,0,0.00
Rwanda vs Malawi,Malawi,6,Aaftab Limdawala,https://www.espncricinfo.com//player/aaftab-limdawala-1334805, b Irakoze,4,9,0,0,44.44
Rwanda vs Malawi,Malawi,7,Daniel Jakiel,https://www.espncricinfo.com//player/daniel-jakiel-1175831,not out ,18,12,2,0,150.00
Rwanda vs Malawi,Malawi,8,Beston Masauko,https://www.espncricinfo.com//player/beston-masauko-1334741,c Tuyisenge b Rubagumya,1,2,0,0,50.00
Rwanda vs Malawi,Malawi,9,Mike Choamba,https://www.espncricinfo.com//player/mike-choamba-1283111, b Rubagumya,4,4,1,0,100.00
Rwanda vs Malawi,Malawi,10,Chisomo Chete,https://www.espncricinfo.com//player/chisomo-chete-1163387,not out ,3,3,0,0,100.00
St Helena vs Seychelles,St Helena,1,Aiden Leo,https://www.espncricinfo.com//player/aiden-leo-1345194,c †Mohan b Rukmal,17,12,2,0,141.66
St Helena vs Seychelles,St Helena,2,Alex Langham,https://www.espncricinfo.com//player/alex-langham-1163181,c de Silva b Rocket,2,5,0,0,40.00
St Helena vs Seychelles,St Helena,3,Dax Richards,https://www.espncricinfo.com//player/dax-richards-1345195,lbw b Rukmal,4,3,0,0,133.33
St Helena vs Seychelles,St Helena,4,Andrew Yon,https://www.espncricinfo.com//player/andrew-yon-1163186,c & b Krishna,23,27,1,0,85.18
St Helena vs Seychelles,St Helena,5,Scott Crowie,https://www.espncricinfo.com//player/scott-crowie-1163175,c & b de Silva,28,29,2,0,96.55
St Helena vs Seychelles,St Helena,6,Jordi Henry,https://www.espncricinfo.com//player/jordi-henry-1163179,c Kalvin b Krishna,10,19,0,0,52.63
St Helena vs Seychelles,St Helena,7,Brett Isaac,https://www.espncricinfo.com//player/brett-isaac-1163190,not out ,21,15,2,0,140.00
St Helena vs Seychelles,St Helena,8,Cliff Richards,https://www.espncricinfo.com//player/cliff-richards-1345193,not out ,10,10,0,0,100.00
St Helena vs Seychelles,Seychelles,1,Mazharul Islam,https://www.espncricinfo.com//player/mazharul-islam-1283118,c Leo b Yon,8,7,2,0,114.28
St Helena vs Seychelles,Seychelles,2,Thiwanka Rajapaksha,https://www.espncricinfo.com//player/thiwanka-rajapaksha-1345199,c Isaac b Henry,18,18,3,0,100.00
St Helena vs Seychelles,Seychelles,3,Stephen Madusanka,https://www.espncricinfo.com//player/stephen-madusanka-1283126,not out ,50,47,2,2,106.38
St Helena vs Seychelles,Seychelles,4,Rashen de Silva,https://www.espncricinfo.com//player/rashen-de-silva-724061,c DL Richards b Henry,7,10,1,0,70.00
St Helena vs Seychelles,Seychelles,5,Deso Kalvin,https://www.espncricinfo.com//player/deso-kalvin-1283116,c Johnson b Henry,0,1,0,0,0.00
St Helena vs Seychelles,Seychelles,6,Shanmugasundram Mohan,https://www.espncricinfo.com//player/shanmugasundram-mohan-1283123,run out (DL Richards),12,13,0,0,92.30
St Helena vs Seychelles,Seychelles,7,Naidoo Krishna,https://www.espncricinfo.com//player/naidoo-krishna-1283119,c Johnson b Crowie,1,9,0,0,11.11
St Helena vs Seychelles,Seychelles,8,Vadodariya Mukesh,https://www.espncricinfo.com//player/vadodariya-mukesh-585541, b Crowie,9,6,2,0,150.00
St Helena vs Seychelles,Seychelles,9,Sohail Rocket,https://www.espncricinfo.com//player/sohail-rocket-1283124, b Yon,4,4,0,0,100.00
St Helena vs Seychelles,Seychelles,10,Tharmenthiran Shanmugam,https://www.espncricinfo.com//player/tharmenthiran-shanmugam-585533,st †CR Richards b Crowie,5,3,0,0,166.66
St Helena vs Seychelles,Seychelles,11,Samarathunga Rukmal,https://www.espncricinfo.com//player/samarathunga-rukmal-1283122,run out (Crowie),0,1,0,0,0.00
Saudi Arabia vs Bahrain,Saudi Arabia,1,Faisal Khan,https://www.espncricinfo.com//player/faisal-khan-794749,c Mathias b Rizwan Butt,0,3,0,0,0.00
Saudi Arabia vs Bahrain,Saudi Arabia,2,Kashif Siddique,https://www.espncricinfo.com//player/kashif-siddique-1344843,c †Muhammad Safdar b Rizwan Butt,0,1,0,0,0.00
Saudi Arabia vs Bahrain,Saudi Arabia,3,Abdul Waheed,https://www.espncricinfo.com//player/abdul-waheed-402106,c Veerapathiran b Imran Anwar,19,18,3,0,105.55
Saudi Arabia vs Bahrain,Saudi Arabia,4,Saad Khan,https://www.espncricinfo.com//player/saad-khan-1344846,c Rizwan Butt b Veerapathiran,69,54,4,4,127.77
Saudi Arabia vs Bahrain,Saudi Arabia,5,Irshad Mubbashar,https://www.espncricinfo.com//player/irshad-mubbashar-1344842,c †Muhammad Safdar b Imran Anwar,6,7,1,0,85.71
Saudi Arabia vs Bahrain,Saudi Arabia,6,Hisham Sheikh,https://www.espncricinfo.com//player/hisham-sheikh-633445,c Haider Butt b Imran Anwar,6,5,1,0,120.00
Saudi Arabia vs Bahrain,Saudi Arabia,7,Usman Najeeb,https://www.espncricinfo.com//player/usman-najeeb-1344844,c Imran Khan b Imran Anwar,12,9,2,0,133.33
Saudi Arabia vs Bahrain,Saudi Arabia,8,Haseeb Ghafoor,https://www.espncricinfo.com//player/haseeb-ghafoor-1344839,not out ,28,21,0,3,133.33
Saudi Arabia vs Bahrain,Saudi Arabia,9,Zain Ul Abidin,https://www.espncricinfo.com//player/zain-ul-abidin-1284541,c †Muhammad Safdar b Veerapathiran,0,1,0,0,0.00
Saudi Arabia vs Bahrain,Saudi Arabia,10,Atif-Ur-Rehman,https://www.espncricinfo.com//player/atif-ur-rehman-1344838,not out ,1,1,0,0,100.00
Saudi Arabia vs Bahrain,Bahrain,1,David Mathias,https://www.espncricinfo.com//player/david-mathias-420643,c Faisal Khan b Hisham Sheikh,6,21,0,0,28.57
Saudi Arabia vs Bahrain,Bahrain,2,Sarfaraz Ali,https://www.espncricinfo.com//player/sarfaraz-ali-1172124,retired hurt ,2,9,0,0,22.22
Saudi Arabia vs Bahrain,Bahrain,3,Imran Anwar,https://www.espncricinfo.com//player/imran-anwar-1143529,c Abdul Waheed b Usman Najeeb,6,10,1,0,60.00
Saudi Arabia vs Bahrain,Bahrain,4,Sohail Ahmed,https://www.espncricinfo.com//player/sohail-ahmed-964521,c Abdul Waheed b Hisham Sheikh,13,16,1,0,81.25
Saudi Arabia vs Bahrain,Bahrain,5,Haider Butt,https://www.espncricinfo.com//player/haider-butt-1284532,c Atif-Ur-Rehman b Zain Ul Abidin,1,5,0,0,20.00
Saudi Arabia vs Bahrain,Bahrain,6,Ahmer Bin Nisar,https://www.espncricinfo.com//player/ahmer-bin-nisar-823339,not out ,55,39,7,1,141.02
Saudi Arabia vs Bahrain,Bahrain,7,Sathaiya Veerapathiran,https://www.espncricinfo.com//player/sathaiya-veerapathiran-1217274,c Hisham Sheikh b Usman Najeeb,19,14,1,1,135.71
Saudi Arabia vs Bahrain,Bahrain,8,Muhammad Safdar,https://www.espncricinfo.com//player/muhammad-safdar-1095455,not out ,8,6,1,0,133.33
Oman vs Canada,Oman,1,Jatinder Singh,https://www.espncricinfo.com//player/jatinder-singh-307756,lbw b Kaleem Sana,10,10,0,1,100.00
Oman vs Canada,Oman,2,Kashyap Prajapati,https://www.espncricinfo.com//player/kashyap-prajapati-1276719,c Ravinderpal Singh b Gordon,5,8,1,0,62.50
Oman vs Canada,Oman,3,Shoaib Khan,https://www.espncricinfo.com//player/shoaib-khan-1276700,c Saad Bin Zafar b Gordon,6,15,0,0,40.00
Oman vs Canada,Oman,4,Zeeshan Maqsood,https://www.espncricinfo.com//player/zeeshan-maqsood-585083,c Ravinderpal Singh b Gordon,0,1,0,0,0.00
Oman vs Canada,Oman,5,Mohammad Nadeem,https://www.espncricinfo.com//player/mohammad-nadeem-41984, b Saad Bin Zafar,16,25,1,0,64.00
Oman vs Canada,Oman,6,Ayaan Khan,https://www.espncricinfo.com//player/ayaan-khan-956319,c Saad Bin Zafar b Dutta,16,11,1,1,145.45
Oman vs Canada,Oman,7,Sandeep Goud,https://www.espncricinfo.com//player/sandeep-goud-1174024,c Ravinderpal Singh b Heyliger,4,7,0,0,57.14
Oman vs Canada,Oman,8,Rafiullah,https://www.espncricinfo.com//player/rafiullah-1174143,c Gordon b Heyliger,11,6,1,1,183.33
Oman vs Canada,Oman,9,Naseem Khushi,https://www.espncricinfo.com//player/naseem-khushi-1077310,not out ,47,23,2,5,204.34
Oman vs Canada,Oman,10,Kaleemullah,https://www.espncricinfo.com//player/kaleemullah-1077307,run out (Heyliger/Kaleem Sana),9,14,0,1,64.28
Oman vs Canada,Oman,11,Bilal Khan,https://www.espncricinfo.com//player/bilal-khan-937953,run out (Thaker/Dutta),0,0,0,0,-
Oman vs Canada,Canada,1,Aaron Johnson,https://www.espncricinfo.com//player/aaron-johnson-1323683,lbw b Zeeshan Maqsood,68,41,8,4,165.85
Oman vs Canada,Canada,2,Srimantha Wijeyeratne,https://www.espncricinfo.com//player/srimantha-wijeyeratne-300624,not out ,51,35,8,0,145.71
Oman vs Canada,Canada,3,Pargat Singh,https://www.espncricinfo.com//player/pargat-singh-446690,c †Naseem Khushi b Bilal Khan,0,3,0,0,0.00
Oman vs Canada,Canada,4,Harsh Thaker,https://www.espncricinfo.com//player/harsh-thaker-914503,not out ,3,5,0,0,60.00
New Zealand vs India,New Zealand,1,Finn Allen,https://www.espncricinfo.com//player/finn-allen-959759,lbw b Arshdeep Singh,3,4,0,0,75.00
New Zealand vs India,New Zealand,2,Devon Conway,https://www.espncricinfo.com//player/devon-conway-379140,c Ishan Kishan b Arshdeep Singh,59,49,5,2,120.40
New Zealand vs India,New Zealand,3,Mark Chapman,https://www.espncricinfo.com//player/mark-chapman-438563,c Arshdeep Singh b Mohammed Siraj,12,12,2,0,100.00
New Zealand vs India,New Zealand,4,Glenn Phillips,https://www.espncricinfo.com//player/glenn-phillips-823509,c Kumar b Mohammed Siraj,54,33,5,3,163.63
New Zealand vs India,New Zealand,5,Daryl Mitchell,https://www.espncricinfo.com//player/daryl-mitchell-381743,c †Pant b Arshdeep Singh,10,5,2,0,200.00
New Zealand vs India,New Zealand,6,James Neesham,https://www.espncricinfo.com//player/james-neesham-355269,c †Pant b Mohammed Siraj,0,3,0,0,0.00
New Zealand vs India,New Zealand,7,Mitchell Santner,https://www.espncricinfo.com//player/mitchell-santner-502714,c Chahal b Mohammed Siraj,1,3,0,0,33.33
New Zealand vs India,New Zealand,8,Adam Milne,https://www.espncricinfo.com//player/adam-milne-450860,run out (Mohammed Siraj),0,1,0,0,0.00
New Zealand vs India,New Zealand,9,Ish Sodhi,https://www.espncricinfo.com//player/ish-sodhi-559066, b Arshdeep Singh,0,1,0,0,0.00
New Zealand vs India,New Zealand,10,Tim Southee,https://www.espncricinfo.com//player/tim-southee-232364, b Patel,6,5,1,0,120.00
New Zealand vs India,New Zealand,11,Lockie Ferguson,https://www.espncricinfo.com//player/lockie-ferguson-493773,not out ,5,3,0,0,166.66
New Zealand vs India,India,1,Ishan Kishan,https://www.espncricinfo.com//player/ishan-kishan-720471,c Chapman b Milne,10,11,1,1,90.90
New Zealand vs India,India,2,Rishabh Pant,https://www.espncricinfo.com//player/rishabh-pant-931581,c Sodhi b Southee,11,5,2,0,220.00
New Zealand vs India,India,3,Suryakumar Yadav,https://www.espncricinfo.com//player/suryakumar-yadav-446507,c Phillips b Sodhi,13,10,1,1,130.00
New Zealand vs India,India,4,Shreyas Iyer,https://www.espncricinfo.com//player/shreyas-iyer-642519,c Neesham b Southee,0,1,0,0,0.00
New Zealand vs India,India,5,Hardik Pandya,https://www.espncricinfo.com//player/hardik-pandya-625371,not out ,30,18,3,1,166.66
New Zealand vs India,India,6,Deepak Hooda,https://www.espncricinfo.com//player/deepak-hooda-497121,not out ,9,9,0,0,100.00
Mali vs Botswana,Mali,1,Mohamed Coulibaly,https://www.espncricinfo.com//player/mohamed-coulibaly-1345187,run out (Piet/†Mbaiwa),3,6,0,0,50.00
Mali vs Botswana,Mali,2,Mamadou Diawara,https://www.espncricinfo.com//player/mamadou-diawara-1345181,c Nehonde b Kgosiemang,0,2,0,0,0.00
Mali vs Botswana,Mali,3,Theodore Macalou,https://www.espncricinfo.com//player/theodore-macalou-1345188,st †Mbaiwa b Mooketsi,2,6,0,0,33.33
Mali vs Botswana,Mali,4,Moustapha Diakite,https://www.espncricinfo.com//player/moustapha-diakite-1345192, b Mooketsi,3,6,0,0,50.00
Mali vs Botswana,Mali,5,Mahamadou Diaby,https://www.espncricinfo.com//player/mahamadou-diaby-1345182,lbw b Khumalo,11,10,2,0,110.00
Mali vs Botswana,Mali,6,Sekou Diaby,https://www.espncricinfo.com//player/sekou-diaby-1345184,run out (Mooketsi/†Mbaiwa),1,1,0,0,100.00
Mali vs Botswana,Mali,7,Mamadou Sidibe,https://www.espncricinfo.com//player/mamadou-sidibe-1345183,c Silas b Maisuria,5,17,1,0,29.41
Mali vs Botswana,Mali,8,Cheick Keita,https://www.espncricinfo.com//player/cheick-keita-1345179,c Perera b Piet,4,11,0,0,36.36
Mali vs Botswana,Mali,9,Sanze Kamate,https://www.espncricinfo.com//player/sanze-kamate-1345186,st †Mbaiwa b Maisuria,0,6,0,0,0.00
Mali vs Botswana,Mali,10,Daouda Traore,https://www.espncricinfo.com//player/daouda-traore-1345190,not out ,0,0,0,0,-
Mali vs Botswana,Mali,11,Lamissa Sanogo,https://www.espncricinfo.com//player/lamissa-sanogo-1345180,st †Mbaiwa b Maisuria,0,1,0,0,0.00
Mali vs Botswana,Botswana,1,Karabo Motlhanka,https://www.espncricinfo.com//player/karabo-motlhanka-308710,c Keita b MT Diaby,7,5,1,0,140.00
Mali vs Botswana,Botswana,2,Vinoo Balakrishnan,https://www.espncricinfo.com//player/vinoo-balakrishnan-1163174,c Keita b Macalou,11,8,1,1,137.50
Mali vs Botswana,Botswana,3,Tharindu Perera,https://www.espncricinfo.com//player/tharindu-perera-1089937,not out ,11,8,1,0,137.50
Mali vs Botswana,Botswana,4,Phemelo Silas,https://www.espncricinfo.com//player/phemelo-silas-1107687,c Macalou b MT Diaby,0,1,0,0,0.00
Mali vs Botswana,Botswana,5,Rod Mbaiwa,https://www.espncricinfo.com//player/rod-mbaiwa-1155572,c Keita b Macalou,2,6,0,0,33.33
Mali vs Botswana,Botswana,6,Katlo Piet,https://www.espncricinfo.com//player/katlo-piet-1197975,lbw b Macalou,0,1,0,0,0.00
Mali vs Botswana,Botswana,7,Reginald Nehonde,https://www.espncricinfo.com//player/reginald-nehonde-333003,not out ,1,3,0,0,33.33
St Helena vs Lesotho,St Helena,1,Aiden Leo,https://www.espncricinfo.com//player/aiden-leo-1345194,c †Tlali b Waseem Yaqoob,1,6,0,0,16.66
St Helena vs Lesotho,St Helena,2,Alex Langham,https://www.espncricinfo.com//player/alex-langham-1163181,c Samir Patel b Waseem Yaqoob,39,33,2,1,118.18
St Helena vs Lesotho,St Helena,3,Dax Richards,https://www.espncricinfo.com//player/dax-richards-1345195,run out (Jayant/†Tlali),4,4,1,0,100.00
St Helena vs Lesotho,St Helena,4,Andrew Yon,https://www.espncricinfo.com//player/andrew-yon-1163186,c †Tlali b Jakda,58,36,8,1,161.11
St Helena vs Lesotho,St Helena,5,Jordi Henry,https://www.espncricinfo.com//player/jordi-henry-1163179, b Gabriel,2,3,0,0,66.66
St Helena vs Lesotho,St Helena,6,Scott Crowie,https://www.espncricinfo.com//player/scott-crowie-1163175, b Jakda,2,4,0,0,50.00
St Helena vs Lesotho,St Helena,7,Rhys Francis,https://www.espncricinfo.com//player/rhys-francis-1163183,not out ,0,1,0,0,0.00
St Helena vs Lesotho,St Helena,8,Cliff Richards,https://www.espncricinfo.com//player/cliff-richards-1345193,not out ,5,4,0,0,125.00
St Helena vs Lesotho,Lesotho,1,Lerotholi Gabriel,https://www.espncricinfo.com//player/lerotholi-gabriel-1345172,c DL Richards b Johnson,0,3,0,0,0.00
St Helena vs Lesotho,Lesotho,2,Waseem Yaqoob,https://www.espncricinfo.com//player/waseem-yaqoob-1345170, b Yon,31,36,1,1,86.11
St Helena vs Lesotho,Lesotho,3,Maaz Khan,https://www.espncricinfo.com//player/maaz-khan-1163142, b Stroud,20,14,3,0,142.85
St Helena vs Lesotho,Lesotho,4,Chachole Tlali,https://www.espncricinfo.com//player/chachole-tlali-1163137,c †CR Richards b Yon,15,12,1,1,125.00
St Helena vs Lesotho,Lesotho,5,Samir Patel,https://www.espncricinfo.com//player/samir-patel-346572, b Yon,0,1,0,0,0.00
St Helena vs Lesotho,Lesotho,6,Yahya Jakda,https://www.espncricinfo.com//player/yahya-jakda-1283109, b Yon,1,2,0,0,50.00
St Helena vs Lesotho,Lesotho,7,Vijayakumar Jayant,https://www.espncricinfo.com//player/vijayakumar-jayant-1345174,run out (Langham),5,7,0,0,71.42
St Helena vs Lesotho,Lesotho,8,Khan Arbaaz,https://www.espncricinfo.com//player/khan-arbaaz-1345173, b Yon,0,2,0,0,0.00
St Helena vs Lesotho,Lesotho,9,Ts'episo Chaoana,https://www.espncricinfo.com//player/ts-episo-chaoana-1155588, b Crowie,1,2,0,0,50.00
St Helena vs Lesotho,Lesotho,10,Gladwin Thamae,https://www.espncricinfo.com//player/gladwin-thamae-1163138,c Henry b Crowie,0,1,0,0,0.00
St Helena vs Lesotho,Lesotho,11,Molai Matsau,https://www.espncricinfo.com//player/molai-matsau-1283108,not out ,1,1,0,0,100.00
St Helena vs Malawi,St Helena,1,Aiden Leo,https://www.espncricinfo.com//player/aiden-leo-1345194,c Baig b Jakiel,0,1,0,0,0.00
St Helena vs Malawi,St Helena,2,Alex Langham,https://www.espncricinfo.com//player/alex-langham-1163181, b Jakiel,4,4,1,0,100.00
St Helena vs Malawi,St Helena,3,Andrew Yon,https://www.espncricinfo.com//player/andrew-yon-1163186,c Choamba b Sami Sohail,1,2,0,0,50.00
St Helena vs Malawi,St Helena,4,Jordi Henry,https://www.espncricinfo.com//player/jordi-henry-1163179,lbw b Sami Sohail,17,10,1,1,170.00
St Helena vs Malawi,St Helena,5,Rhys Francis,https://www.espncricinfo.com//player/rhys-francis-1163183,c Pondani b Sami Sohail,7,4,1,0,175.00
St Helena vs Malawi,St Helena,6,Scott Crowie,https://www.espncricinfo.com//player/scott-crowie-1163175,not out ,6,8,0,0,75.00
St Helena vs Malawi,St Helena,7,Cliff Richards,https://www.espncricinfo.com//player/cliff-richards-1345193,run out (Jakiel),0,0,0,0,-
St Helena vs Malawi,St Helena,8,Dax Richards,https://www.espncricinfo.com//player/dax-richards-1345195,not out ,1,1,0,0,100.00
St Helena vs Malawi,Malawi,1,Donnex Kansonkho,https://www.espncricinfo.com//player/donnex-kansonkho-1163148,not out ,16,7,2,0,228.57
St Helena vs Malawi,Malawi,2,Sami Sohail,https://www.espncricinfo.com//player/sami-sohail-1163154,not out ,23,15,1,1,153.33
Rwanda vs Seychelles,Rwanda,1,Orchide Tuyisenge,https://www.espncricinfo.com//player/orchide-tuyisenge-1151256,lbw b Rocket,0,1,0,0,0.00
Rwanda vs Seychelles,Rwanda,2,Eric Dusingizimana,https://www.espncricinfo.com//player/eric-dusingizimana-346602,not out ,66,41,7,2,160.97
Rwanda vs Seychelles,Rwanda,3,Wilson Niyitanga,https://www.espncricinfo.com//player/wilson-niyitanga-1155609,c de Silva b Shanmugam,6,7,0,0,85.71
Rwanda vs Seychelles,Rwanda,4,Clinton Rubagumya,https://www.espncricinfo.com//player/clinton-rubagumya-1151255,c & b Krishna,31,23,3,0,134.78
Rwanda vs Seychelles,Rwanda,5,Martin Akayezu,https://www.espncricinfo.com//player/martin-akayezu-1155599,c Rukmal b Krishna,5,3,1,0,166.66
Rwanda vs Seychelles,Rwanda,6,Eric Niyomugabo,https://www.espncricinfo.com//player/eric-niyomugabo-1151257,not out ,8,3,0,1,266.66
Rwanda vs Seychelles,Seychelles,1,Mazharul Islam,https://www.espncricinfo.com//player/mazharul-islam-1283118,c Niyitanga b Bimenyimana,4,5,1,0,80.00
Rwanda vs Seychelles,Seychelles,2,Thiwanka Rajapaksha,https://www.espncricinfo.com//player/thiwanka-rajapaksha-1345199,c Rubagumya b Mitari,1,2,0,0,50.00
Rwanda vs Seychelles,Seychelles,3,Rashen de Silva,https://www.espncricinfo.com//player/rashen-de-silva-724061, b Mitari,0,3,0,0,0.00
Rwanda vs Seychelles,Seychelles,4,Stephen Madusanka,https://www.espncricinfo.com//player/stephen-madusanka-1283126,not out ,15,22,1,0,68.18
Rwanda vs Seychelles,Seychelles,5,Deso Kalvin,https://www.espncricinfo.com//player/deso-kalvin-1283116,c Tuyisenge b Akayezu,3,18,0,0,16.66
Rwanda vs Seychelles,Seychelles,6,Pednekar Abhijit,https://www.espncricinfo.com//player/pednekar-abhijit-1283129, b Sebareme,5,8,1,0,62.50
Rwanda vs Seychelles,Seychelles,7,Naidoo Krishna,https://www.espncricinfo.com//player/naidoo-krishna-1283119, b Sebareme,0,2,0,0,0.00
Rwanda vs Seychelles,Seychelles,8,Sohail Rocket,https://www.espncricinfo.com//player/sohail-rocket-1283124,c Tuyisenge b Irakoze,0,4,0,0,0.00
Rwanda vs Seychelles,Seychelles,9,Hirani Harji,https://www.espncricinfo.com//player/hirani-harji-1283117,c Tuyisenge b Sebareme,1,4,0,0,25.00
Rwanda vs Seychelles,Seychelles,10,Tharmenthiran Shanmugam,https://www.espncricinfo.com//player/tharmenthiran-shanmugam-585533,not out ,8,10,0,0,80.00
Botswana vs Kenya,Botswana,1,Karabo Motlhanka,https://www.espncricinfo.com//player/karabo-motlhanka-308710,c RR Patel b Langat,12,10,0,1,120.00
Botswana vs Kenya,Botswana,2,Vinoo Balakrishnan,https://www.espncricinfo.com//player/vinoo-balakrishnan-1163174, b Odhiambo,3,14,0,0,21.42
Botswana vs Kenya,Botswana,3,Tharindu Perera,https://www.espncricinfo.com//player/tharindu-perera-1089937,c Langat b Ngoche,17,16,2,0,106.25
