Match,Team,Position,Batsmen,Link,Dismissal,Runs,Balls,Fours,Sixes,Strike Rate
Canada vs Saudi Arabia,Canada,6,Ravinderpal Singh,https://www.espncricinfo.com//player/ravinderpal-singh-1159653,c †Haseeb Ghafoor b Ishtiaq Ahmad,17,9,0,2,188.88
Canada vs Saudi Arabia,Canada,7,Saad Bin Zafar,https://www.espncricinfo.com//player/saad-bin-zafar-359746,not out ,25,11,5,0,227.27
Canada vs Saudi Arabia,Canada,8,Dillon Heyliger,https://www.espncricinfo.com//player/dillon-heyliger-1061467,not out ,13,4,1,1,325.00
Canada vs Saudi Arabia,Saudi Arabia,1,Faisal Khan,https://www.espncricinfo.com//player/faisal-khan-794749,c Heyliger b Ammar Khalid,7,6,0,1,116.66
Canada vs Saudi Arabia,Saudi Arabia,2,Kashif Siddique,https://www.espncricinfo.com//player/kashif-siddique-1344843,c Spoors b Ammar Khalid,6,4,0,1,150.00
Canada vs Saudi Arabia,Saudi Arabia,3,Abdul Waheed,https://www.espncricinfo.com//player/abdul-waheed-402106,st †Wijeyeratne b Ammar Khalid,5,6,0,0,83.33
Canada vs Saudi Arabia,Saudi Arabia,4,Saad Khan,https://www.espncricinfo.com//player/saad-khan-1344846,run out (Kaleem Sana),29,21,3,1,138.09
Canada vs Saudi Arabia,Saudi Arabia,5,Hisham Sheikh,https://www.espncricinfo.com//player/hisham-sheikh-633445,c Kaleem Sana b Heyliger,20,31,0,0,64.51
Canada vs Saudi Arabia,Saudi Arabia,6,Usman Najeeb,https://www.espncricinfo.com//player/usman-najeeb-1344844,c Heyliger b Kaleem Sana,19,19,2,0,100.00
Canada vs Saudi Arabia,Saudi Arabia,7,Irfan Sarfraz,https://www.espncricinfo.com//player/irfan-sarfraz-391479,st †Wijeyeratne b Dutta,18,14,2,0,128.57
Canada vs Saudi Arabia,Saudi Arabia,8,Haseeb Ghafoor,https://www.espncricinfo.com//player/haseeb-ghafoor-1344839,not out ,12,9,0,1,133.33
Canada vs Saudi Arabia,Saudi Arabia,9,Zain Ul Abidin,https://www.espncricinfo.com//player/zain-ul-abidin-1284541,c Johnson b Ammar Khalid,5,9,1,0,55.55
Canada vs Saudi Arabia,Saudi Arabia,10,Ishtiaq Ahmad,https://www.espncricinfo.com//player/ishtiaq-ahmad-1284540,not out ,1,1,0,0,100.00
Oman vs Bahrain,Oman,1,Kashyap Prajapati,https://www.espncricinfo.com//player/kashyap-prajapati-1276719,c Haider Butt b Veerapathiran,13,11,3,0,118.18
Oman vs Bahrain,Oman,2,Jatinder Singh,https://www.espncricinfo.com//player/jatinder-singh-307756,c Haider Butt b Imran Anwar,28,21,4,0,133.33
Oman vs Bahrain,Oman,3,Shoaib Khan,https://www.espncricinfo.com//player/shoaib-khan-1276700,c Sarfaraz Ali b Veerapathiran,18,10,2,1,180.00
Oman vs Bahrain,Oman,4,Zeeshan Maqsood,https://www.espncricinfo.com//player/zeeshan-maqsood-585083,not out ,102,44,7,9,231.81
Oman vs Bahrain,Oman,5,Mohammad Nadeem,https://www.espncricinfo.com//player/mohammad-nadeem-41984,c †Ahmer Bin b Veerapathiran,30,19,0,2,157.89
Oman vs Bahrain,Oman,6,Rafiullah,https://www.espncricinfo.com//player/rafiullah-1174143,c Veerapathiran b Rizwan Butt,25,14,0,3,178.57
Oman vs Bahrain,Oman,7,Sandeep Goud,https://www.espncricinfo.com//player/sandeep-goud-1174024,not out ,0,1,0,0,0.00
Oman vs Bahrain,Bahrain,1,David Mathias,https://www.espncricinfo.com//player/david-mathias-420643,c Rafiullah b Shrivastava,39,32,2,2,121.87
Oman vs Bahrain,Bahrain,2,Sarfaraz Ali,https://www.espncricinfo.com//player/sarfaraz-ali-1172124, b Bilal Khan,4,5,1,0,80.00
Oman vs Bahrain,Bahrain,3,Imran Anwar,https://www.espncricinfo.com//player/imran-anwar-1143529,c Prajapati b Rafiullah,22,13,2,2,169.23
Oman vs Bahrain,Bahrain,4,Sohail Ahmed,https://www.espncricinfo.com//player/sohail-ahmed-964521,c Sandeep Goud b Rafiullah,0,1,0,0,0.00
Oman vs Bahrain,Bahrain,5,Ahmer Bin Nisar,https://www.espncricinfo.com//player/ahmer-bin-nisar-823339,not out ,28,27,2,1,103.70
Oman vs Bahrain,Bahrain,6,Haider Butt,https://www.espncricinfo.com//player/haider-butt-1284532,c Rafiullah b Sandeep Goud,10,4,1,1,250.00
Oman vs Bahrain,Bahrain,7,Danish Jasnaik,https://www.espncricinfo.com//player/danish-jasnaik-1344833,c Shoaib Khan b Shrivastava,2,3,0,0,66.66
Oman vs Bahrain,Bahrain,8,Sathaiya Veerapathiran,https://www.espncricinfo.com//player/sathaiya-veerapathiran-1217274, b Shrivastava,0,1,0,0,0.00
Oman vs Bahrain,Bahrain,9,Sachin Kumar,https://www.espncricinfo.com//player/sachin-kumar-1328733,c †Suraj Kumar b Shrivastava,0,2,0,0,0.00
Oman vs Bahrain,Bahrain,10,Rizwan Butt,https://www.espncricinfo.com//player/rizwan-butt-1344829,c Rafiullah b Bilal Khan,1,3,0,0,33.33
Oman vs Bahrain,Bahrain,11,Imran Khan,https://www.espncricinfo.com//player/imran-khan-1328734, b Shrivastava,0,5,0,0,0.00
India vs New Zealand,India,1,Ishan Kishan,https://www.espncricinfo.com//player/ishan-kishan-720471,c Southee b Sodhi,36,31,5,1,116.12
India vs New Zealand,India,2,Rishabh Pant,https://www.espncricinfo.com//player/rishabh-pant-931581,c Southee b Ferguson,6,13,1,0,46.15
India vs New Zealand,India,3,Suryakumar Yadav,https://www.espncricinfo.com//player/suryakumar-yadav-446507,not out ,111,51,11,7,217.64
India vs New Zealand,India,4,Shreyas Iyer,https://www.espncricinfo.com//player/shreyas-iyer-642519,hit wicket b Ferguson,13,9,1,1,144.44
India vs New Zealand,India,5,Hardik Pandya,https://www.espncricinfo.com//player/hardik-pandya-625371,c Neesham b Southee,13,13,0,0,100.00
India vs New Zealand,India,6,Deepak Hooda,https://www.espncricinfo.com//player/deepak-hooda-497121,c Ferguson b Southee,0,1,0,0,0.00
India vs New Zealand,India,7,Washington Sundar,https://www.espncricinfo.com//player/washington-sundar-719715,c Neesham b Southee,0,1,0,0,0.00
India vs New Zealand,India,8,Bhuvneshwar Kumar,https://www.espncricinfo.com//player/bhuvneshwar-kumar-326016,not out ,1,1,0,0,100.00
India vs New Zealand,New Zealand,1,Finn Allen,https://www.espncricinfo.com//player/finn-allen-959759,c Arshdeep Singh b Kumar,0,2,0,0,0.00
India vs New Zealand,New Zealand,2,Devon Conway,https://www.espncricinfo.com//player/devon-conway-379140,c Arshdeep Singh b Washington Sundar,25,22,3,0,113.63
India vs New Zealand,New Zealand,3,Kane Williamson,https://www.espncricinfo.com//player/kane-williamson-277906, b Mohammed Siraj,61,52,4,2,117.30
India vs New Zealand,New Zealand,4,Glenn Phillips,https://www.espncricinfo.com//player/glenn-phillips-823509, b Chahal,12,6,1,1,200.00
India vs New Zealand,New Zealand,5,Daryl Mitchell,https://www.espncricinfo.com//player/daryl-mitchell-381743,c Iyer b Hooda,10,11,0,0,90.90
India vs New Zealand,New Zealand,6,James Neesham,https://www.espncricinfo.com//player/james-neesham-355269,c Ishan Kishan b Chahal,0,3,0,0,0.00
India vs New Zealand,New Zealand,7,Mitchell Santner,https://www.espncricinfo.com//player/mitchell-santner-502714,c & b Mohammed Siraj,2,7,0,0,28.57
India vs New Zealand,New Zealand,8,Adam Milne,https://www.espncricinfo.com//player/adam-milne-450860,c Arshdeep Singh b Hooda,6,5,0,1,120.00
India vs New Zealand,New Zealand,9,Ish Sodhi,https://www.espncricinfo.com//player/ish-sodhi-559066,st †Pant b Hooda,1,3,0,0,33.33
India vs New Zealand,New Zealand,10,Tim Southee,https://www.espncricinfo.com//player/tim-southee-232364,c †Pant b Hooda,0,1,0,0,0.00
India vs New Zealand,New Zealand,11,Lockie Ferguson,https://www.espncricinfo.com//player/lockie-ferguson-493773,not out ,1,1,0,0,100.00
Botswana vs Malawi,Botswana,1,Karabo Motlhanka,https://www.espncricinfo.com//player/karabo-motlhanka-308710,c & b G Kansonkho,48,41,8,0,117.07
Botswana vs Malawi,Botswana,2,Vinoo Balakrishnan,https://www.espncricinfo.com//player/vinoo-balakrishnan-1163174,c Masauko b Limdawala,33,24,2,3,137.50
Botswana vs Malawi,Botswana,3,Tharindu Perera,https://www.espncricinfo.com//player/tharindu-perera-1089937,c & b Sami Sohail,19,27,0,1,70.37
Botswana vs Malawi,Botswana,4,Thatayaone Tshose,https://www.espncricinfo.com//player/thatayaone-tshose-585436,c Sami Sohail b Jakiel,5,8,0,0,62.50
Botswana vs Malawi,Botswana,5,Reginald Nehonde,https://www.espncricinfo.com//player/reginald-nehonde-333003,c †Chete b Sami Sohail,8,9,0,0,88.88
Botswana vs Malawi,Botswana,6,Valentine Mbazo,https://www.espncricinfo.com//player/valentine-mbazo-1107683, b G Kansonkho,6,2,0,1,300.00
Botswana vs Malawi,Botswana,7,Phemelo Silas,https://www.espncricinfo.com//player/phemelo-silas-1107687,c & b Jakiel,0,3,0,0,0.00
Botswana vs Malawi,Botswana,8,Boteng Maphosa,https://www.espncricinfo.com//player/boteng-maphosa-1155573,not out ,6,4,1,0,150.00
Botswana vs Malawi,Botswana,9,Katlo Piet,https://www.espncricinfo.com//player/katlo-piet-1197975,run out (Sami Sohail/G Kansonkho),2,2,0,0,100.00
Botswana vs Malawi,Malawi,1,Donnex Kansonkho,https://www.espncricinfo.com//player/donnex-kansonkho-1163148,c †Mbazo b Mooketsi,6,7,0,0,85.71
Botswana vs Malawi,Malawi,2,Gift Kansonkho,https://www.espncricinfo.com//player/gift-kansonkho-516363,c Tshose b Mooketsi,14,20,0,0,70.00
Botswana vs Malawi,Malawi,3,Sami Sohail,https://www.espncricinfo.com//player/sami-sohail-1163154,not out ,84,55,5,4,152.72
Botswana vs Malawi,Malawi,4,Moazzam Baig,https://www.espncricinfo.com//player/moazzam-baig-1163153,c Maphosa b Mooketsi,3,6,0,0,50.00
Botswana vs Malawi,Malawi,5,Aaftab Limdawala,https://www.espncricinfo.com//player/aaftab-limdawala-1334805,run out (Maphosa/Piet),15,20,1,0,75.00
Botswana vs Malawi,Malawi,6,Gershom Ntambalika,https://www.espncricinfo.com//player/gershom-ntambalika-1163147,run out (Silas/Tshose),13,11,1,0,118.18
Botswana vs Malawi,Malawi,7,Daniel Jakiel,https://www.espncricinfo.com//player/daniel-jakiel-1175831,run out (Tshose),3,1,0,0,300.00
Botswana vs Malawi,Malawi,8,Beston Masauko,https://www.espncricinfo.com//player/beston-masauko-1334741,not out ,0,0,0,0,-
Mali vs Kenya,Mali,1,Mahamadou Diaby,https://www.espncricinfo.com//player/mahamadou-diaby-1345182,c †Karim b Oluoch,2,6,0,0,33.33
Mali vs Kenya,Mali,2,Mohamed Coulibaly,https://www.espncricinfo.com//player/mohamed-coulibaly-1345187,run out (Vraj Patel),5,9,0,0,55.55
Mali vs Kenya,Mali,3,Mamadou Sidibe,https://www.espncricinfo.com//player/mamadou-sidibe-1345183, b Langat,0,1,0,0,0.00
Mali vs Kenya,Mali,4,Lassina Berthe,https://www.espncricinfo.com//player/lassina-berthe-1345189, b Langat,0,4,0,0,0.00
Mali vs Kenya,Mali,5,Cheick Keita,https://www.espncricinfo.com//player/cheick-keita-1345179,c Ngoche b Langat,0,4,0,0,0.00
Mali vs Kenya,Mali,6,Mamadou Diawara,https://www.espncricinfo.com//player/mamadou-diawara-1345181,c †Karim b Langat,0,2,0,0,0.00
Mali vs Kenya,Mali,7,Theodore Macalou,https://www.espncricinfo.com//player/theodore-macalou-1345188,run out (Odhiambo/Vraj Patel),12,20,2,0,60.00
Mali vs Kenya,Mali,8,Sanze Kamate,https://www.espncricinfo.com//player/sanze-kamate-1345186,c †Karim b Langat,0,6,0,0,0.00
Mali vs Kenya,Mali,9,Lamissa Sanogo,https://www.espncricinfo.com//player/lamissa-sanogo-1345180,c †Karim b Langat,4,3,1,0,133.33
Mali vs Kenya,Mali,10,Sekou Diaby,https://www.espncricinfo.com//player/sekou-diaby-1345184,st †Karim b Vraj Patel,0,1,0,0,0.00
Mali vs Kenya,Mali,11,Daouda Traore,https://www.espncricinfo.com//player/daouda-traore-1345190,not out ,4,9,1,0,44.44
Mali vs Kenya,Kenya,1,Pushkar Sharma,https://www.espncricinfo.com//player/pushkar-sharma-1342166,not out ,14,9,3,0,155.55
Mali vs Kenya,Kenya,2,Collins Obuya,https://www.espncricinfo.com//player/collins-obuya-24752,not out ,18,6,1,2,300.00
Seychelles vs Lesotho,Seychelles,1,Mazharul Islam,https://www.espncricinfo.com//player/mazharul-islam-1283118,c Maaz Khan b Jakda,46,37,5,1,124.32
Seychelles vs Lesotho,Seychelles,2,Thiwanka Rajapaksha,https://www.espncricinfo.com//player/thiwanka-rajapaksha-1345199,c Thamae b Matsau,42,34,5,0,123.52
Seychelles vs Lesotho,Seychelles,3,Stephen Madusanka,https://www.espncricinfo.com//player/stephen-madusanka-1283126, b Jakda,0,1,0,0,0.00
Seychelles vs Lesotho,Seychelles,4,Rashen de Silva,https://www.espncricinfo.com//player/rashen-de-silva-724061,not out ,27,28,1,0,96.42
Seychelles vs Lesotho,Seychelles,5,Deso Kalvin,https://www.espncricinfo.com//player/deso-kalvin-1283116,run out (Matsau/Samir Patel),1,1,0,0,100.00
Seychelles vs Lesotho,Seychelles,6,Sivakumar Udhayan,https://www.espncricinfo.com//player/sivakumar-udhayan-1283125, b Jakda,19,17,0,1,111.76
Seychelles vs Lesotho,Seychelles,7,Shanmugasundram Mohan,https://www.espncricinfo.com//player/shanmugasundram-mohan-1283123,not out ,8,2,2,0,400.00
Seychelles vs Lesotho,Lesotho,1,Lerotholi Gabriel,https://www.espncricinfo.com//player/lerotholi-gabriel-1345172, b Rocket,9,21,1,0,42.85
Seychelles vs Lesotho,Lesotho,2,Waseem Yaqoob,https://www.espncricinfo.com//player/waseem-yaqoob-1345170,c & b Krishna,17,14,1,1,121.42
Seychelles vs Lesotho,Lesotho,3,Chachole Tlali,https://www.espncricinfo.com//player/chachole-tlali-1163137, b Rocket,42,37,3,1,113.51
Seychelles vs Lesotho,Lesotho,4,Maaz Khan,https://www.espncricinfo.com//player/maaz-khan-1163142,not out ,68,35,3,5,194.28
Seychelles vs Lesotho,Lesotho,5,Samir Patel,https://www.espncricinfo.com//player/samir-patel-346572,not out ,9,3,1,0,300.00
Rwanda vs Kenya,Rwanda,1,Orchide Tuyisenge,https://www.espncricinfo.com//player/orchide-tuyisenge-1151256,c Obuya b Ngoche,6,7,1,0,85.71
Rwanda vs Kenya,Rwanda,2,Eric Dusingizimana,https://www.espncricinfo.com//player/eric-dusingizimana-346602,c RN Patel b Ngoche,1,3,0,0,33.33
Rwanda vs Kenya,Rwanda,3,Wilson Niyitanga,https://www.espncricinfo.com//player/wilson-niyitanga-1155609,c Obuya b Vraj Patel,17,26,0,1,65.38
Rwanda vs Kenya,Rwanda,4,Clinton Rubagumya,https://www.espncricinfo.com//player/clinton-rubagumya-1151255,st †Karim b Ngoche,1,7,0,0,14.28
Rwanda vs Kenya,Rwanda,5,Eric Niyomugabo,https://www.espncricinfo.com//player/eric-niyomugabo-1151257,c †Karim b RR Patel,13,22,0,0,59.09
Rwanda vs Kenya,Rwanda,6,Emmanuel Sebareme,https://www.espncricinfo.com//player/emmanuel-sebareme-807509,not out ,11,23,0,0,47.82
Rwanda vs Kenya,Rwanda,7,Didier Ndikubwimana,https://www.espncricinfo.com//player/didier-ndikubwimana-1155597, b Vraj Patel,2,5,0,0,40.00
Rwanda vs Kenya,Rwanda,8,Martin Akayezu,https://www.espncricinfo.com//player/martin-akayezu-1155599,run out (Obuya/RR Patel),2,3,0,0,66.66
Rwanda vs Kenya,Rwanda,9,Kevin Irakoze,https://www.espncricinfo.com//player/kevin-irakoze-1273409,c RR Patel b RN Patel,10,11,0,1,90.90
Rwanda vs Kenya,Rwanda,10,Zappy Bimenyimana,https://www.espncricinfo.com//player/zappy-bimenyimana-1151261,c Tanzeel Sheikh b Odhiambo,12,10,0,1,120.00
Rwanda vs Kenya,Rwanda,11,Yvan Mitari,https://www.espncricinfo.com//player/yvan-mitari-1151264,not out ,2,3,0,0,66.66
Rwanda vs Kenya,Kenya,1,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,c & b Sebareme,45,32,2,3,140.62
Rwanda vs Kenya,Kenya,2,Collins Obuya,https://www.espncricinfo.com//player/collins-obuya-24752,not out ,37,30,2,2,123.33
Rwanda vs Kenya,Kenya,3,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016,not out ,1,3,0,0,33.33
Oman vs Canada,Oman,1,Kashyap Prajapati,https://www.espncricinfo.com//player/kashyap-prajapati-1276719, b Kaleem Sana,9,12,0,1,75.00
Oman vs Canada,Oman,2,Jatinder Singh,https://www.espncricinfo.com//player/jatinder-singh-307756,st †Wijeyeratne b Saad Bin Zafar,47,37,4,3,127.02
Oman vs Canada,Oman,3,Shoaib Khan,https://www.espncricinfo.com//player/shoaib-khan-1276700,c Saad Bin Zafar b Ammar Khalid,0,3,0,0,0.00
Oman vs Canada,Oman,4,Zeeshan Maqsood,https://www.espncricinfo.com//player/zeeshan-maqsood-585083,c †Wijeyeratne b Heyliger,54,35,5,3,154.28
Oman vs Canada,Oman,5,Mohammad Nadeem,https://www.espncricinfo.com//player/mohammad-nadeem-41984,c †Wijeyeratne b Ammar Khalid,6,9,0,0,66.66
Oman vs Canada,Oman,6,Rafiullah,https://www.espncricinfo.com//player/rafiullah-1174143,c Spoors b Saad Bin Zafar,0,1,0,0,0.00
Oman vs Canada,Oman,7,Sandeep Goud,https://www.espncricinfo.com//player/sandeep-goud-1174024,c Saad Bin Zafar b Ammar Khalid,26,14,0,3,185.71
Oman vs Canada,Oman,8,Suraj Kumar,https://www.espncricinfo.com//player/suraj-kumar-1156690,not out ,10,7,1,0,142.85
Oman vs Canada,Oman,9,Kaleemullah,https://www.espncricinfo.com//player/kaleemullah-1077307,not out ,6,3,0,1,200.00
Oman vs Canada,Canada,1,Aaron Johnson,https://www.espncricinfo.com//player/aaron-johnson-1323683,lbw b Rafiullah,89,41,11,5,217.07
Oman vs Canada,Canada,2,Matthew Spoors,https://www.espncricinfo.com//player/matthew-spoors-1062334,c Mohammad Nadeem b Kaleemullah,1,4,0,0,25.00
Oman vs Canada,Canada,3,Srimantha Wijeyeratne,https://www.espncricinfo.com//player/srimantha-wijeyeratne-300624,c †Suraj Kumar b Kaleemullah,0,4,0,0,0.00
Oman vs Canada,Canada,4,Pargat Singh,https://www.espncricinfo.com//player/pargat-singh-446690,lbw b Kaleemullah,0,2,0,0,0.00
Oman vs Canada,Canada,5,Harsh Thaker,https://www.espncricinfo.com//player/harsh-thaker-914503,c Sandeep Goud b Bilal Khan,24,28,1,0,85.71
Oman vs Canada,Canada,6,Saad Bin Zafar,https://www.espncricinfo.com//player/saad-bin-zafar-359746,c †Suraj Kumar b Rafiullah,4,6,0,0,66.66
Oman vs Canada,Canada,7,Ravinderpal Singh,https://www.espncricinfo.com//player/ravinderpal-singh-1159653,c †Suraj Kumar b Rafiullah,6,7,1,0,85.71
Oman vs Canada,Canada,8,Nikhil Dutta,https://www.espncricinfo.com//player/nikhil-dutta-348135,not out ,17,13,1,1,130.76
Oman vs Canada,Canada,9,Dillon Heyliger,https://www.espncricinfo.com//player/dillon-heyliger-1061467,not out ,22,14,2,1,157.14
Bahrain vs Saudi Arabia,Bahrain,1,David Mathias,https://www.espncricinfo.com//player/david-mathias-420643, b Atif-Ur-Rehman,2,7,0,0,28.57
Bahrain vs Saudi Arabia,Bahrain,2,Sarfaraz Ali,https://www.espncricinfo.com//player/sarfaraz-ali-1172124, b Atif-Ur-Rehman,14,8,2,1,175.00
Bahrain vs Saudi Arabia,Bahrain,3,Imran Anwar,https://www.espncricinfo.com//player/imran-anwar-1143529,c Irshad Mubbashar b Ishtiaq Ahmad,7,5,1,0,140.00
Bahrain vs Saudi Arabia,Bahrain,4,Ahmer Bin Nisar,https://www.espncricinfo.com//player/ahmer-bin-nisar-823339,c Kashif Siddique b Zain Ul Abidin,6,13,0,0,46.15
Bahrain vs Saudi Arabia,Bahrain,5,Sohail Ahmed,https://www.espncricinfo.com//player/sohail-ahmed-964521, b Usman Najeeb,1,2,0,0,50.00
Bahrain vs Saudi Arabia,Bahrain,6,Danish Jasnaik,https://www.espncricinfo.com//player/danish-jasnaik-1344833,c Irfan Sarfraz b Ishtiaq Ahmad,1,7,0,0,14.28
Bahrain vs Saudi Arabia,Bahrain,7,Haider Butt,https://www.espncricinfo.com//player/haider-butt-1284532,c †Haseeb Ghafoor b Usman Najeeb,41,43,2,1,95.34
Bahrain vs Saudi Arabia,Bahrain,8,Sikander Billah,https://www.espncricinfo.com//player/sikander-billah-1143533, b Zain Ul Abidin,4,6,0,0,66.66
Bahrain vs Saudi Arabia,Bahrain,9,Sathaiya Veerapathiran,https://www.espncricinfo.com//player/sathaiya-veerapathiran-1217274,c Usman Najeeb b Atif-Ur-Rehman,12,13,0,1,92.30
Bahrain vs Saudi Arabia,Bahrain,10,Rizwan Butt,https://www.espncricinfo.com//player/rizwan-butt-1344829,not out ,9,8,1,0,112.50
Bahrain vs Saudi Arabia,Bahrain,11,Shahid Mahmood,https://www.espncricinfo.com//player/shahid-mahmood-1143531,not out ,3,9,0,0,33.33
Bahrain vs Saudi Arabia,Saudi Arabia,1,Faisal Khan,https://www.espncricinfo.com//player/faisal-khan-794749,not out ,81,32,9,6,253.12
Bahrain vs Saudi Arabia,Saudi Arabia,2,Kashif Siddique,https://www.espncricinfo.com//player/kashif-siddique-1344843, b Veerapathiran,11,16,2,0,68.75
Bahrain vs Saudi Arabia,Saudi Arabia,3,Abdul Waheed,https://www.espncricinfo.com//player/abdul-waheed-402106,not out ,20,17,3,0,117.64
Kenya vs Lesotho,Kenya,1,Rushab Patel,https://www.espncricinfo.com//player/rushab-patel-473378,c Chaoana b Matsau,63,34,8,1,185.29
Kenya vs Lesotho,Kenya,2,Sukhdeep Singh,https://www.espncricinfo.com//player/sukhdeep-singh-1107669,c Samir Patel b Jakda,31,26,5,0,119.23
Kenya vs Lesotho,Kenya,3,Nelson Odhiambo,https://www.espncricinfo.com//player/nelson-odhiambo-308418, b Waseem Yaqoob,67,29,8,3,231.03
Kenya vs Lesotho,Kenya,4,Irfan Karim,https://www.espncricinfo.com//player/irfan-karim-348016, b Matsau,8,7,0,0,114.28
Kenya vs Lesotho,Kenya,5,Sachin Bhudia,https://www.espncricinfo.com//player/sachin-bhudia-1107656,lbw b Jakda,38,16,4,1,237.50
Kenya vs Lesotho,Kenya,6,Rakep Patel,https://www.espncricinfo.com//player/rakep-patel-267455,not out ,6,5,0,0,120.00
Kenya vs Lesotho,Kenya,7,Shem Ngoche,https://www.espncricinfo.com//player/shem-ngoche-308515,not out ,17,4,1,2,425.00
Kenya vs Lesotho,Lesotho,1,Lerotholi Gabriel,https://www.espncricinfo.com//player/lerotholi-gabriel-1345172,c RR Patel b Ngoche,22,14,5,0,157.14
Kenya vs Lesotho,Lesotho,2,Waseem Yaqoob,https://www.espncricinfo.com//player/waseem-yaqoob-1345170,c Langat b RR Patel,27,30,3,1,90.00
Kenya vs Lesotho,Lesotho,3,Chachole Tlali,https://www.espncricinfo.com//player/chachole-tlali-1163137,c †Karim b Langat,0,4,0,0,0.00
Kenya vs Lesotho,Lesotho,4,Maaz Khan,https://www.espncricinfo.com//player/maaz-khan-1163142, b Langat,5,5,1,0,100.00
Kenya vs Lesotho,Lesotho,5,Samir Patel,https://www.espncricinfo.com//player/samir-patel-346572,c RR Patel b Vraj Patel,7,17,0,0,41.17
Kenya vs Lesotho,Lesotho,6,Yahya Jakda,https://www.espncricinfo.com//player/yahya-jakda-1283109,c & b RR Patel,0,1,0,0,0.00
Kenya vs Lesotho,Lesotho,7,Vijayakumar Jayant,https://www.espncricinfo.com//player/vijayakumar-jayant-1345174, b Ngoche,1,8,0,0,12.50
Kenya vs Lesotho,Lesotho,8,Gladwin Thamae,https://www.espncricinfo.com//player/gladwin-thamae-1163138, b Vraj Patel,0,4,0,0,0.00
Kenya vs Lesotho,Lesotho,9,Molai Matsau,https://www.espncricinfo.com//player/molai-matsau-1283108,st †Karim b Ngoche,0,4,0,0,0.00
Kenya vs Lesotho,Lesotho,10,Mohleki Leoela,https://www.espncricinfo.com//player/mohleki-leoela-1283106,not out ,2,2,0,0,100.00
Kenya vs Lesotho,Lesotho,11,Ts'episo Chaoana,https://www.espncricinfo.com//player/ts-episo-chaoana-1155588, b RN Patel,2,4,0,0,50.00
Malawi vs Mali,Malawi,1,Donnex Kansonkho,https://www.espncricinfo.com//player/donnex-kansonkho-1163148, b MT Diaby,11,16,1,0,68.75
Malawi vs Mali,Malawi,2,Gift Kansonkho,https://www.espncricinfo.com//player/gift-kansonkho-516363,c Kamate b Keita,52,59,5,0,88.13
Malawi vs Mali,Malawi,3,Sami Sohail,https://www.espncricinfo.com//player/sami-sohail-1163154,c Keita b MT Diaby,39,26,4,1,150.00
Malawi vs Mali,Malawi,4,Moazzam Baig,https://www.espncricinfo.com//player/moazzam-baig-1163153,c MT Diaby b Keita,31,19,4,1,163.15
Malawi vs Mali,Malawi,5,Daniel Jakiel,https://www.espncricinfo.com//player/daniel-jakiel-1175831,not out ,1,1,0,0,100.00
Malawi vs Mali,Malawi,6,Gershom Ntambalika,https://www.espncricinfo.com//player/gershom-ntambalika-1163147,not out ,0,1,0,0,0.00
Malawi vs Mali,Mali,1,Mohamed Coulibaly,https://www.espncricinfo.com//player/mohamed-coulibaly-1345187, b Pondani,1,7,0,0,14.28
Malawi vs Mali,Mali,2,Daouda Traore,https://www.espncricinfo.com//player/daouda-traore-1345190, b Jakiel,0,3,0,0,0.00
Malawi vs Mali,Mali,3,Theodore Macalou,https://www.espncricinfo.com//player/theodore-macalou-1345188,st †Chete b Limdawala,0,11,0,0,0.00
Malawi vs Mali,Mali,4,Sanze Kamate,https://www.espncricinfo.com//player/sanze-kamate-1345186, b Choamba,17,29,2,0,58.62
Malawi vs Mali,Mali,5,Sekou Diaby,https://www.espncricinfo.com//player/sekou-diaby-1345184,not out ,41,29,2,3,141.37
Malawi vs Mali,Mali,6,Mamadou Diawara,https://www.espncricinfo.com//player/mamadou-diawara-1345181, b Limdawala,1,5,0,0,20.00
Malawi vs Mali,Mali,7,Mahamadou Diaby,https://www.espncricinfo.com//player/mahamadou-diaby-1345182, b Baig,13,23,0,0,56.52
Malawi vs Mali,Mali,8,Cheick Keita,https://www.espncricinfo.com//player/cheick-keita-1345179,c Ntambalika b G Kansonkho,0,6,0,0,0.00
Malawi vs Mali,Mali,9,Zakaria Makadji,https://www.espncricinfo.com//player/zakaria-makadji-1345191,c Masauko b Baig,2,4,0,0,50.00
Malawi vs Mali,Mali,10,Moustapha Diakite,https://www.espncricinfo.com//player/moustapha-diakite-1345192, b Baig,0,2,0,0,0.00
Malawi vs Mali,Mali,11,Lamissa Sanogo,https://www.espncricinfo.com//player/lamissa-sanogo-1345180,not out ,1,2,0,0,50.00
Rwanda vs Malawi,Rwanda,1,Orchide Tuyisenge,https://www.espncricinfo.com//player/orchide-tuyisenge-1151256,run out (Pondani),33,17,7,0,194.11
Rwanda vs Malawi,Rwanda,2,Eric Dusingizimana,https://www.espncricinfo.com//player/eric-dusingizimana-346602,c Masauko b Limdawala,23,30,2,0,76.66
Rwanda vs Malawi,Rwanda,3,Wilson Niyitanga,https://www.espncricinfo.com//player/wilson-niyitanga-1155609,run out (†Chete),46,32,5,1,143.75
Rwanda vs Malawi,Rwanda,4,Clinton Rubagumya,https://www.espncricinfo.com//player/clinton-rubagumya-1151255,c Masauko b G Kansonkho,29,26,2,0,111.53
